doc_id,url,title,clean_text,type,word_count,provision_ref,provision_date,type_code,label,text
COBS_1091,https://www.handbook.fca.org.uk/handbook/COBS/20/,COBS 20.2.47,"Where a firm is not otherwise required to appoint an independent expert , it must: (1) appoint a reattribution expert to undertake an objective assessment of its reattribution proposals, who must be: (a) nominated or approved by the appropriate regulator before he is appointed; and (b) free from any conflicts of interest that may, or may appear to, undermine his independence or the quality of his report; (2) ensure that the reattribution expert's terms of appointment allow him to communicate freely and in confidence with the appropriate regulator ; and (3) require the reattribution expert to prepare a report which must be available to the appropriate regulator , the policyholder advocate and the court (if it is relevant to any court proceedings).",Rule,122,COBS 20.2.47,01/04/2013,R,0,"Where a firm is not otherwise required to appoint an independent expert , it must: (1) appoint a reattribution expert to undertake an objective assessment of its reattribution proposals, who must be: (a) nominated or approved by the appropriate regulator before he is appointed; and (b) free from any conflicts of interest that may, or may appear to, undermine his independence or the quality of his report; (2) ensure that the reattribution expert's terms of appointment allow him to communicate freely and in confidence with the appropriate regulator ; and (3) require the reattribution expert to prepare a report which must be available to the appropriate regulator , the policyholder advocate and the court (if it is relevant to any court proceedings)."
COBS_1044,https://www.handbook.fca.org.uk/handbook/COBS/20/,COBS 20.2.17C,"A firm must not make a distribution from a with-profits fund , unless: (1) if it is not a Solvency II firm , the whole of the cost of that distribution can be met without eliminating the regulatory surplus in that with-profits fund ; and (2) if it is a Solvency II firm : (a) the whole of the cost of that distribution can be met without eliminating the with-profits fund surplus in that with-profits fund ; and (b) following any distribution that is made to meet a liability for which allowance has been made in technical provisions or other liabilities the firm is able to demonstrate that it reasonably expects to be able to continue to comply with the requirements in COBS 20.1A.5 R (Governance arrangements for the with-profits fund).",Rule,131,COBS 20.2.17C,01/01/2016,R,0,"A firm must not make a distribution from a with-profits fund , unless: (1) if it is not a Solvency II firm , the whole of the cost of that distribution can be met without eliminating the regulatory surplus in that with-profits fund ; and (2) if it is a Solvency II firm : (a) the whole of the cost of that distribution can be met without eliminating the with-profits fund surplus in that with-profits fund ; and (b) following any distribution that is made to meet a liability for which allowance has been made in technical provisions or other liabilities the firm is able to demonstrate that it reasonably expects to be able to continue to comply with the requirements in COBS 20.1A.5 R (Governance arrangements for the with-profits fund)."
COBS_0245,https://www.handbook.fca.org.uk/handbook/COBS/5/,COBS 5.2.2,"A firm must make at least the following information easily, directly and permanently accessible to the recipients of the information society services it provides: (1) its name; (2) the geographic address at which it is established; (3) the details of the firm , including its e-mail address, which allow it to be contacted rapidly and communicated with in a direct and effective manner; (4) an appropriate statutory status disclosure statement ( GEN 4 Annex 1 R or GEN 4 Annex 1A R as appropriate), together with a statement which explains that it is on the Financial Services Register and includes its Firm Reference Number; (5) if it is a professional firm : (a) the name of the professional body (including any designated professional body ) or similar institution with which it is registered; (b) the professional title; (c) a reference to the applicable professional rules and the means to access them; and (6) where the firm undertakes an activity that is subject to VAT, its VAT number. [ Note: article 5(1) of the E-Commerce Directive ]",Rule,176,COBS 5.2.2,01/01/2021,R,0,"A firm must make at least the following information easily, directly and permanently accessible to the recipients of the information society services it provides: (1) its name; (2) the geographic address at which it is established; (3) the details of the firm , including its e-mail address, which allow it to be contacted rapidly and communicated with in a direct and effective manner; (4) an appropriate statutory status disclosure statement ( GEN 4 Annex 1 R or GEN 4 Annex 1A R as appropriate), together with a statement which explains that it is on the Financial Services Register and includes its Firm Reference Number; (5) if it is a professional firm : (a) the name of the professional body (including any designated professional body ) or similar institution with which it is registered; (b) the professional title; (c) a reference to the applicable professional rules and the means to access them; and (6) where the firm undertakes an activity that is subject to VAT, its VAT number. [ Note: article 5(1) of the E-Commerce Directive ]"
COBS_0206,https://www.handbook.fca.org.uk/handbook/COBS/4/,COBS 4.10.9B,"(1) A firm must not confirm the compliance of a financial promotion for the purpose of COBS 4.10.9AR(3)(a) unless: (a) it is satisfied that the financial promotion complies with the financial promotion rules ; and (b) the individual or individuals responsible for providing that confirmation has or have appropriate competence and expertise. (2) A firm must not confirm the compliance of a financial promotion to be made in the course of a personal visit, telephone conversation or other interactive dialogue. Relying on another firm's confirmation of compliance",Rule,87,COBS 4.10.9B,01/02/2023,R,0,"(1) A firm must not confirm the compliance of a financial promotion for the purpose of COBS 4.10.9AR(3)(a) unless: (a) it is satisfied that the financial promotion complies with the financial promotion rules ; and (b) the individual or individuals responsible for providing that confirmation has or have appropriate competence and expertise. (2) A firm must not confirm the compliance of a financial promotion to be made in the course of a personal visit, telephone conversation or other interactive dialogue. Relying on another firm's confirmation of compliance"
COBS_0391,https://www.handbook.fca.org.uk/handbook/COBS/11/,COBS 11.2.1,"A firm must take all reasonable steps to obtain, when executing orders, the best possible result for its clients taking into account the execution factors . [ Note : The Committee of European Securities Regulators ( CESR ) has issued a Question and Answer paper on best execution under the first Markets in Financial Instruments Directive (MiFID I, 2004/39/EU). This paper also incorporates the European Commission's response to CESR's questions regarding the scope of the best execution obligations under MiFID I. See  CESR Questions & Answers: Best Execution under MiFID , May 2007, Ref: CESR/07-320] Application of best execution obligation",Rule,100,COBS 11.2.1,01/01/2021,R,0,"A firm must take all reasonable steps to obtain, when executing orders, the best possible result for its clients taking into account the execution factors . [ Note : The Committee of European Securities Regulators ( CESR ) has issued a Question and Answer paper on best execution under the first Markets in Financial Instruments Directive (MiFID I, 2004/39/EU). This paper also incorporates the European Commission's response to CESR's questions regarding the scope of the best execution obligations under MiFID I. See CESR Questions & Answers: Best Execution under MiFID , May 2007, Ref: CESR/07-320] Application of best execution obligation"
COBS_0194,https://www.handbook.fca.org.uk/handbook/COBS/4/,COBS 4.10.2B,"COBS 4.11.6R requires a firm that approves a direct offer financial promotion relating to a restricted mass market investment for communication to a retail client to take reasonable steps to ensure that it is provided with, or has ready access to, information relating to the communication of the direct offer financial promotion . These records should assist the firm in complying with COBS 4.10.2AR .",Guidance,65,COBS 4.10.2B,01/02/2023,G,1,"COBS 4.11.6R requires a firm that approves a direct offer financial promotion relating to a restricted mass market investment for communication to a retail client to take reasonable steps to ensure that it is provided with, or has ready access to, information relating to the communication of the direct offer financial promotion . These records should assist the firm in complying with COBS 4.10.2AR ."
COBS_0099,https://www.handbook.fca.org.uk/handbook/COBS/3/,COBS 3.6.4A,"Provided that it adheres to the procedure set out at COBS 3.6.4BR , a firm may treat a client as an elective eligible counterparty in relation to MiFID or equivalent third country business if the client : (1) is an undertaking; (2) is a per se professional client , except for a client that is only a per se professional client because it is an institutional investor under COBS 3.5.2R(5) ; and (3) requests such categorisation. [ Note : first paragraph of article 30(3) of MiFID ]",Rule,87,COBS 3.6.4A,23/10/2025,R,0,"Provided that it adheres to the procedure set out at COBS 3.6.4BR , a firm may treat a client as an elective eligible counterparty in relation to MiFID or equivalent third country business if the client : (1) is an undertaking; (2) is a per se professional client , except for a client that is only a per se professional client because it is an institutional investor under COBS 3.5.2R(5) ; and (3) requests such categorisation. [ Note : first paragraph of article 30(3) of MiFID ]"
COBS_0731,https://www.handbook.fca.org.uk/handbook/COBS/19/,COBS 19.1.1D,"(1) COBS 9 contains suitability requirements which apply if a firm makes a personal recommendation in relation to advice on conversion or transfer of pension benefits . (2) (a) COBS 9 requires a firm to obtain from the client necessary information for the firm to be able to make a recommendation. The necessary information includes ensuring that the client has the necessary experience and knowledge to understand the risks involved in the transaction. If a client does not understand the risks and/or the firm does not have evidence that the client can demonstrate their understanding, then it is likely not to be appropriate, under the COBS 9 requirements, to make a recommendation to transfer or convert. (b) The firm should make a clear record of the steps it has taken to satisfy itself on reasonable grounds that it has adequate evidence of the client s demonstration of their understanding of the risks. (3) When a firm is obtaining evidence as to whether the client can demonstrate that they understand the risks involved in the pension transfer or pension conversion , it should tailor its approach according to the experience, financial sophistication and/or vulnerability of each individual client . Appropriate pension transfer analysis",Guidance,202,COBS 19.1.1D,01/10/2020,G,1,"(1) COBS 9 contains suitability requirements which apply if a firm makes a personal recommendation in relation to advice on conversion or transfer of pension benefits . (2) (a) COBS 9 requires a firm to obtain from the client necessary information for the firm to be able to make a recommendation. The necessary information includes ensuring that the client has the necessary experience and knowledge to understand the risks involved in the transaction. If a client does not understand the risks and/or the firm does not have evidence that the client can demonstrate their understanding, then it is likely not to be appropriate, under the COBS 9 requirements, to make a recommendation to transfer or convert. (b) The firm should make a clear record of the steps it has taken to satisfy itself on reasonable grounds that it has adequate evidence of the client s demonstration of their understanding of the risks. (3) When a firm is obtaining evidence as to whether the client can demonstrate that they understand the risks involved in the pension transfer or pension conversion , it should tailor its approach according to the experience, financial sophistication and/or vulnerability of each individual client . Appropriate pension transfer analysis"
COBS_0307,https://www.handbook.fca.org.uk/handbook/COBS/9/,COBS 9.1.6,"If a rule implemented a requirement of the IDD , a Note (  Note:  ) follows the rule indicating which provision was being implemented. COBS 2.1 (acting honestly fairly and professionally), COBS 2.6 (additional insurance distribution obligations, COBS 4 (communicating with clients), COBS 6 (information about the firm, its services and remuneration) and COBS 14 (product information) contains contain further rules which implemented the IDD Related rules",Guidance,67,COBS 9.1.6,01/01/2021,G,1,"If a rule implemented a requirement of the IDD , a Note ( Note: ) follows the rule indicating which provision was being implemented. COBS 2.1 (acting honestly fairly and professionally), COBS 2.6 (additional insurance distribution obligations, COBS 4 (communicating with clients), COBS 6 (information about the firm, its services and remuneration) and COBS 14 (product information) contains contain further rules which implemented the IDD Related rules"
COBS_1051,https://www.handbook.fca.org.uk/handbook/COBS/20/,COBS 20.2.21,"At least once a year (or, in the case of a non-directive friendly society , at least once in every three years) and whenever a firm is seeking to make a reattribution of its inherited estate , a firm's governing body must determine whether the firm's with-profits fund , or any of the firm's with-profits fund , has an excess surplus .",Rule,62,COBS 20.2.21,01/04/2012,R,0,"At least once a year (or, in the case of a non-directive friendly society , at least once in every three years) and whenever a firm is seeking to make a reattribution of its inherited estate , a firm's governing body must determine whether the firm's with-profits fund , or any of the firm's with-profits fund , has an excess surplus ."
COBS_0413,https://www.handbook.fca.org.uk/handbook/COBS/11/,COBS 11.2.23A,A full-scope UK AIFM must make available appropriate information on its execution policy required under article 27(3) of the AIFMD level 2 regulation (Execution of decisions to deal on behalf of the managed AIF) and on any material changes to that policy to the investors in of each AIF it manages.,Rule,51,COBS 11.2.23A,01/01/2021,R,0,A full-scope UK AIFM must make available appropriate information on its execution policy required under article 27(3) of the AIFMD level 2 regulation (Execution of decisions to deal on behalf of the managed AIF) and on any material changes to that policy to the investors in of each AIF it manages.
COBS_0038,https://www.handbook.fca.org.uk/handbook/COBS/2/,COBS 2.3.10,"(1) If a firm is required to disclose commission (see COBS 6.4 ) to a client in relation to the sale of a packaged product (other than in relation to arrangements between firms that are in the same immediate group ) the firm should not enter into any of the following: (a) volume overrides, if commission paid in respect of several transactions is more than a simple multiple of the commission payable in respect of one transaction of the same kind; and (b) an agreement to indemnify the payment of commission on terms that would or might confer an additional financial benefit on the recipient in the event of the commission becoming repayable. (2) Contravention of (1) may be relied upon as tending to establish contravention of the rule on inducements ( COBS 2.3.1 R ).",Evidential Provision,136,COBS 2.3.10,01/11/2007,E,2,"(1) If a firm is required to disclose commission (see COBS 6.4 ) to a client in relation to the sale of a packaged product (other than in relation to arrangements between firms that are in the same immediate group ) the firm should not enter into any of the following: (a) volume overrides, if commission paid in respect of several transactions is more than a simple multiple of the commission payable in respect of one transaction of the same kind; and (b) an agreement to indemnify the payment of commission on terms that would or might confer an additional financial benefit on the recipient in the event of the commission becoming repayable. (2) Contravention of (1) may be relied upon as tending to establish contravention of the rule on inducements ( COBS 2.3.1 R )."
