doc_id,url,title,clean_text,type,word_count,provision_ref,provision_date,type_code
COBS_0271,https://www.handbook.fca.org.uk/handbook/COBS/6/,COBS 6.4.3,"(1) If a firm sells or arranges the sale of a packaged product to a retail client , and subsequently if the retail client requests it, the firm must disclose to the client in cash terms . (a) any commission receivable by it or any of its associates in connection with the transaction; (b) if the firm is also the product provider , any commission or commission equivalent payable in connection with the transaction; and (c) if the firm or any of its associates is in the same immediate group as the product provider , any commission equivalent in connection with the transaction. (2) Disclosure ""in cash terms "" in relation to commission does not include the value of any indirect benefits listed in the table at COBS 2.3.15 G . (3) In determining the amount to be disclosed as commission equivalent , a firm must put a proper value on the cash payments, benefits and services provided to its representatives in connection with the transaction. (4) This rule does not apply if: (a) the firm is acting as an investment manager ; or (b) the retail client is not present in the United Kingdom at the time of the transaction; or (c) the firm provides the client with a key features document , a key investor information document , an EEA key investor information document or a NURS-KII document , in accordance with COBS 14 , provided that the firm discloses to the client the actual amount or value of commission or equivalent within five business days of effecting the transaction. (5) If the terms of a packaged product are varied in a way that results in a material increase in commission or commission equivalent , a firm must disclose to a retail client in writing any consequent increase in commission or equivalent receivable by it in relation to that transaction.",Rule,312,COBS 6.4.3,01/01/2021,R
COBS_0275,https://www.handbook.fca.org.uk/handbook/COBS/6/,COBS 6.4.4C,"An indicative adviser charge is likely to be reasonably representative of the cost of the services associated with making the personal recommendation if: (1) the total expected costs associated with making a personal recommendation and distributing the pure protection contract will: (a) be recovered through indicative adviser charges ; and (b) not be recovered by charges for, or profits from, other services (such as manufacturing and administering the pure protection contract ); (2) indicative adviser charges are reasonably capable of being self-supporting over a period of five years, or longer where this can be shown to be consistent with the firm s established payback period; and (3) the personal recommendation and any related services were to be provided by an unconnected firm , the level of the indicative adviser charge would be appropriate in the context of the service being provided by an unconnected firm .",Guidance,146,COBS 6.4.4C,01/05/2017,G
COBS_0276,https://www.handbook.fca.org.uk/handbook/COBS/6/,COBS 6.4.4D,"(1) In COBS 6.4.4CG(1) , the total costs associated with making a personal recommendation and distributing the pure protection contract include attributable indirect costs of the firm s (or group s ) wider business such as firm or group overheads. (2) In COBS 6.4.4CG(2) , the firm s established payback period is the period of time in which the cash outflows associated with an investment made by the firm (or group ) are expected to be recovered from the cash inflows generated by the adviser charges .",Guidance,87,COBS 6.4.4D,01/05/2017,G
COBS_0277,https://www.handbook.fca.org.uk/handbook/COBS/6/,COBS 6.4.5,"(1) A firm must make the disclosure required by the rule on disclosure of commission or equivalent ( COBS 6.4.3 R ) as close as practicable to the time that it sells or arranges the sale of a packaged product . (2) The firm must make the disclosure: (a) in a durable medium ; or (b) when a retail client does not make a written application to enter into a transaction, orally. In these circumstances, the firm must give written confirmation as soon as possible after the date of the transaction, and in any event within five business days .",Rule,100,COBS 6.4.5,31/12/2012,R
COBS_0278,https://www.handbook.fca.org.uk/handbook/COBS/6/,COBS 6.4.6,"(1) When determining the value of cash payments, benefits and services under the rule on disclosure of commission equivalent ( COBS 6.4.3 R ), a firm should follow the provisions of COBS 6 Annex 6 . (2) Compliance with this evidential provision may be relied on as tending to establish compliance with COBS 6.4.3 R ; and (3) Contravention of this evidential provision may be relied on as tending to establish contravention of COBS 6.4.3 R . Guidance on disclosure requirements for packaged products",Evidential Provision,84,COBS 6.4.6,01/11/2007,E
COBS_0279,https://www.handbook.fca.org.uk/handbook/COBS/6/,COBS 6.4.7,"A firm must not enter into an arrangement to pay commission other than to the firm responsible for a sale, unless: (1) the firm responsible for the sale has passed on its right to receive the commission to the recipient; or (2) [deleted] (3) the commission is paid following the sale of a packaged product by the firm in response to a financial promotion communicated by that firm to a client of the recipient firm ; or (4) the arrangement is with a firm in the same immediate group .",Rule,90,COBS 6.4.7,31/12/2012,R
COBS_0280,https://www.handbook.fca.org.uk/handbook/COBS/6/,COBS 6.4.8,"A disclosure made under this section should indicate the timing of any payment. For example, if a firm exchanges its right to future commission payments for a lump sum, whether by way of a loan or other commercial arrangement, it should disclose the amount of commission receivable by it that has been exchanged for the lump sum.",Guidance,57,COBS 6.4.8,01/11/2007,G
COBS_0283,https://www.handbook.fca.org.uk/handbook/COBS/6/,COBS 6.4.11,"Commission or equivalent disclosure statements: content and wording A firm should consider including the following in its written statement of commission : (1) Amounts or values of commission rounded as appropriate to help the client understand the document (for example, large amounts might be rounded to three significant figures). (2) The names of the firms involved in paying and receiving commission or commission equivalent . (3) A plain language description of whether remuneration takes the form of commission or commission equivalent . Commission equivalent could, for example, be described as ""remuneration and services received from XYZ Ltd"". (4) The timing of payments and period over which they are paid. (5) For payments relating to the client's fund, examples of how much money might be taken, such as: (a) where the commission or equivalent is on an increasing basis, the amount to be taken in the first and tenth year in which it is paid; or (b) where the commission or equivalent is a percentage of the fund, the amount that would taken if the fund was worth a certain value and the amount that would be taken if the fund was worth twice that value. COBS 6 Annex 1 Services and costs disclosure document described in COBS 6.3.7G(1) [deleted] COBS 6 Annex 1 [deleted] 01/04/2013 G COBS 6 Annex 2 Combined initial disclosure document described in COBS 6.3, ICOBS 4.5 and MCOB 4.4A.20G [deleted] COBS 6 Annex 2 [deleted] 26/04/2014 COBS 6 Annex 6 Calculating commission equivalent COBS 6 Annex 6 01/01/2018 E This table forms part of COBS 6.4.6 E . Calculating commission equivalent This table sets out the basis on which the firm should determine the value of cash payments, benefits and services to be disclosed as commission equivalent . Benefits and services, as set out in parts B and C below, need be included only if their value is such that they could not be provided to a firm as a non-monetary benefit listed in the table in COBS 2.3.15 G . The result of the calculation should be that the amounts disclosed as commission equivalent are, as far as possible, the same as the amounts and value of commission which would be paid in a corresponding sale. Part A: Cash payments 1. These cover all payments by a firm to a representative , appointed representative or, where applicable, a tied agent , or a firm in the same immediate group in relation to a transaction in a packaged product . This includes bonus payments, manager's overrides, extra earnings from other transactions and other payments conditional on amounts of new business. 2. In determining the amounts to be included in the calculation, a firm should have regard to the following: (a) when the precise rate of commission equivalent is not known in advance (for example, if retrospective volume overrides apply), the firm should estimate the rate likely to apply to the representative in question. When an identical commission equivalent scale applies to all representatives (although they might earn differing percentages of it), the same average amount of commission equivalent (and the value of other benefits and services) in respect of identical transactions may be disclosed, regardless of the percentage of the scale paid to each individual representative . Averaging should not be used for appointed representatives , or, where applicable, tied agents . (b) all credits to an account from which periodic withdrawals may be made should be included. (c) when a payment is made before the firm receives the premium or the investment monies to which it relates (for example, indemnity commission equivalent ), it should be included as being received at the time of payment. Firms that wish to explain this arrangement to the clients are free to do so, provided this does not detract from the required disclosure. (d) when the firm arranges for a third party to make a payment to a representative in exchange for the income stream to which the representative is entitled, or to make a loan to the representative on the security or expectation of future payments from the firm , this should be treated as if it were a payment from the firm at the time of the transaction. (e) when a firm provides, or arranges for a third party to provide, a loan to a representative , on the security of, or in the expectation of, future payments from the firm, the amounts to be included are the payments to the representative on which the provision of the loan is based, as if they were received at the time the transaction was effected, irrespective of their actual timing. (f) when an agent is employed and remunerated by the firm's appointed representative , or, where applicable, tied agent , the payments to be included should be those made by the firm to the appointed representative or tied agent , not those made by the appointed representative or tied agent to its own agent. Part B: Benefits 3. Benefits include the cost to the firm of all non-monetary benefits provided by it to a representative . A benefit should be included whether or not the representative is liable to income tax on it and whether it is chargeable to tax. Examples of benefits include the use of a car, attendance at conferences, subsidised loans, contributions to pension schemes , national insurance contributions, and the value of share option (taking into account any discount on issue and assuming that the shares in question grow at a reasonable rate in line with other investments ). Part C: Services 4. Services include benefits which are not indirect benefits within the table in COBS 2.3.15 G . 5. The following services should be included: (a) office accommodation and equipment, including telephone, photocopying and fax; (b) loans where a commercial rate of interest is not charged, including commission equivalent advances overdue for repayment; (c) general stationery and mailing or distribution costs; (d) computer hardware and software (except software which specifically relates to the firm's packaged product , such as software used for producing illustrations, projection and product information); (e) clerical and administrative support; (f) business insurance cover, including professional indemnity and fidelity guarantee; (g) recruitment; (h) compliance monitoring; (i) client services; (j) business planning services; (k) line management. 6. To put a value on these services, the following costs should be included: (a) all overheads attributable to a particular cost item (for example, the cost of a compliance official); (b) salary costs pro rata if individuals are only engaged part-time on relevant business; (c) rent and associated premises costs at an appropriately reduced rate if the premises are also used for other business activities; (d) only that proportion of the cost of lead generation promotions attributable to the generation of relevant business (but including the placing of any financial promotion , and its mailing or provision of access to third party clients ); (e) only the marginal additional compliance costs of ensuring that representatives and their support and training material comply with relevant rules ; (f) the commercial value of a service which is the use of an asset owned by the firm (for example in the case of a property, its full market rent); (g) in respect of appointed representative , or, where applicable tied agent , the costs of any promotion in a newspaper or elsewhere and the provision of representative -specific literature in connection with a financial promotion ; (h) in respect of a firm in the same immediate group and connected appointed representatives or, where applicable, tied agents , where the name of the company is included in the financial promotion , the costs of any promotion in a newspaper or elsewhere and the provision of literature specific to the representative in connection with a financial promotion . 7. The following costs should be excluded: (a) the cost of corporate awareness advertising; (b) training costs; (c) costs of developing and maintaining computer systems for the provision of projections of benefits, client -specific key features documents or other product information;or other product information; (d) costs of compensating clients ; (e) the costs of head office and branch level management and support, other than payments to managers falling under Part 1, for representatives , if these services could also be provided to a firm not in the same immediate group , for example, broker consultants and 'inspectors'. Part D: Calculation methodology 8. Estimating commission equivalent The cost of benefits and services should normally be based on the most recent relevant experience of the firm , except if the firm has grounds to believe that the commission equivalent for the period concerned will be higher or lower than that implied by the experience or no such experience is available. In such a case, the estimate should be based on and evidenced by business plans which the firm is satisfied are achievable. 9. Firms that receive or expect to receive: (a) commission in respect of packaged products which are not its own products or the products of a product provider who is in the same immediate group ; and (b) commission equivalent in respect of its own products; must ensure that the costs and benefits attributed to these products do not exceed the amounts that can be financed from that commission . Construction of commission equivalent scales 10. The total costs of cash payments, benefits and services should be assessed and the normal approach is to split them into new business costs and after sale servicing costs. The costs of each of these functions should be assessed directly in relation to the work carried out by the representatives . 11. (a) The total commission equivalent costs identified in 10 should be spread across the business using a new business commission equivalent scale and a servicing commission equivalent scale respectively. (b) The commission equivalent scales should distinguish between products for which the commission equivalent of representatives is likely to be different. 12. If the representative's commission equivalent includes a cash payment related to volume and/or value of the transactions sold (which payment must be in accordance with the client's best interest rule ), the following method would be appropriate: (a) The payment scales should be grossed up by new business uplift factors or servicing uplift factors as appropriate to reflect the cost of benefits and services. The grossed up scales represent the new business and servicing commission equivalent scales, and are applied to each contract to derive the commission equivalent to be disclosed. (b) If servicing costs are expected to be incurred in any year in which no servicing payments are to be made on a contract, disclosure should still be made, for example by using a technique similar to that described in 14. 13. (a) When a representative receives a salary, or other payment unrelated to volume or sales: (i) this should be amalgamated with the cost of benefits and services; and (ii) the total costs should be apportioned over individual transactions in a way that reflects the value of a contract to a firm or the firm's immediate group . (b) If a firm is a distributor for a product provider within the same immediate group , the firm must apportion total costs over individual transactions in a way that reflects the value of the contract to the firm's immediate group . 14. If a representative agrees to forgo part of his or her normal payment to improve the terms of the contract, the disclosure may be reduced in such a way that fairly reflects the overall effect of the amount foregone. 15. The firm should review the commission equivalent scales if at any time it becomes aware that the commission equivalent figures have become misleading. A review should take place at least annually. Payments to associates 16. If a firm pays commission equivalent to another firm in the same immediate group , or an appointed representative or, where applicable tied agent , which is an associate of the firm , it should ensure that the calculation of the sum to be disclosed is the higher of: (a) all payments, benefits and services provided to the firm or appointed representative or tied agent , from whatever source, plus an additional allowance for profit of 15% - unless the firm can demonstrate that another figure (higher or lower) is more appropriate; and (b) the cash payments actually paid by the firm , plus the value of services provided. COBS 6 Annex 7 Identified costs that should form part of the costs to be disclosed to clients COBS 6 Annex 7 23/10/2025 R This Annex belongs to COBS 6.1ZA.14R . 1 Table 1   All costs and associated charges charged for the investment service(s) and/or ancillary services provided to the client that should form part of the amount to be disclosed. Cost items to be disclosed Examples One-off charges related to the provision of an investment service All costs and charges paid to the firm at the beginning or at the end of the provision of investment services . Deposit fees, termination fees and switching costs . Ongoing charges related to the provision of an investment service All ongoing costs and charges paid to firms for their services provided to the client . Management fees, advisory fees, custodian fees. All costs related to transactions initiated in the course of the provision of an investment service All costs and charges that are related to transactions performed by the firm or other parties. Broker commissions , entry- and exit-charges paid to the fund manager, platform fees, mark ups (embedded in the transaction price), stamp duty, transactions tax and foreign exchange costs. Any charges that are related to ancillary services Any costs and charges that are related to ancillary services that are not included in the costs above. Research costs. Custody costs. Incidental costs Performance fees. Table 2   All costs and associated charges related to the financial instrument that should form part of the amount to be disclosed. Cost items to be disclosed Examples One-off charges All costs and charges (included in the price or in addition to the price of the financial instrument ) paid to product suppliers at the beginning or at the end of the investment in the financial instrument . Front-loaded management fee, structuring fee 4 , distribution fee. Ongoing charges All ongoing costs and charges related to the management of the financial instrument that are deducted from the value of the financial instrument during the period of the investment in the financial instrument . Management fees, service costs, swap fees, securities lending costs and taxes, financing costs. All costs related to the transactions All costs and charges that are incurred as a result of the acquisition and disposal of financial instrument . Broker commissions, entry- and exit-charges paid by the fund, mark ups embedded in the transaction price, stamp duty, transactions tax and foreign exchange costs. Incidental costs Performance fees.   It should be noted that certain cost items appear in both tables but are not duplicative since they respectively refer to costs of the product and costs of the service. Examples are the management fees (in Table 1, this refers to management fees charged by a firm providing the service of portfolio management to its clients , while in Table 2 this refers to management fees charged by an investment fund manager to its investor) and broker commissions (in Table 1, this refers to commissions incurred by the firm when trading on behalf of its clients , while in Table 2 this refers to commissions paid by investment funds when trading on behalf of the fund).   Switching costs should be understood as costs (if any) that are incurred by clients by switching from one firm to another.   Broker commissions should be understood as costs that are charged by firms for the execution of orders. 4 Structuring fees should be understood as fees charged by manufacturers of structured investment products for structuring the products. They may cover a broader range of services provided by the manufacturer. 06/04/2026 Point In Time 16/02/2026 16/02/2026 01/01/2026 23/10/2025 05/04/2024 16/12/2022 27/05/2022 01/02/2021 01/01/2021 01/10/2020 27/09/2019 01/10/2018 23/02/2018 03/01/2018 01/01/2018 01/05/2017 27/03/2017 26/03/2017 06/04/2016 06/04/2015 31/12/2014 01/12/2014 26/04/2014 06/04/2014 01/04/2013 31/12/2012 30/12/2012 01/07/2011 01/01/2010 01/01/2009 06/08/2008 06/05/2008 06/01/2008 01/11/2007 Previous Chapter Next Chapter",Guidance,2713,COBS 6.4.11,01/11/2007,G
COBS_0284,https://www.handbook.fca.org.uk/handbook/COBS/7/,COBS 7.1.1,"This chapter applies to a firm carrying on insurance distribution activities in relation to a life policy , but only if the State of the commitment is the United Kingdom . [ Note: articles 1, 20(1) and 23 of the IDD ] COBS 7.3 Additional insurance distribution obligations Demands and needs",Rule,51,COBS 7.1.1,01/01/2021,R
COBS_0285,https://www.handbook.fca.org.uk/handbook/COBS/7/,COBS 7.3.1,"(1) Prior to the conclusion of a life policy , a firm must specify, on the basis of the information obtained from the client , the demands and needs of that client . (2) The details must be modulated according to the complexity of the life policy proposed and the type of client . (3) A statement of the demands and needs must be communicated to the client prior to the conclusion of a life policy . (4) This rule and COBS 7.3.4R do not apply when a firm makes a personal recommendation in relation to a life policy . [ Note: first paragraph of article 20(1) and article 20(2) of the IDD ]",Rule,114,COBS 7.3.1,01/10/2018,R
COBS_0286,https://www.handbook.fca.org.uk/handbook/COBS/7/,COBS 7.3.2,"Firms are reminded that they are obliged to take reasonable steps to ensure that a personal recommendation is suitable for, and consistent with the insurance demands and needs of, the client and that, whenever a personal recommendation relates to a life policy , a suitability report is required (see COBS 9 or 9A ).",Guidance,54,COBS 7.3.2,01/10/2018,G
COBS_0290,https://www.handbook.fca.org.uk/handbook/COBS/7/,COBS 7.3.6,"(1) Where an insurance distributor is distributing through a person relying on the connected contracts exemption in article 72B of the Regulated Activities Order , the insurance distributor must ensure that the requirements in (2) are met. (2) The requirements referred to in (1) are: (a) SYSC 19F.2 (Remuneration and insurance incentives) (b) COBS 4 (Communicating with clients, including fair financial promotions); (c) COBS 2.1.1R (client s best interests); (d) COBS 6.1ZA.7AR(1) (a) and (c) (Status disclosure general information: insurance distribution); (e) COBS 7.3.1R to COBS 7.3.5R (Additional insurance distribution obligations: demands and needs); and (f) COBS 6.1ZA.16AR to 6.1ZA.16DR (cross-selling). [ Note: article 1(4) of the IDD ]",Rule,109,COBS 7.3.6,01/10/2018,R
COBS_0293,https://www.handbook.fca.org.uk/handbook/COBS/7/,COBS 7.4.2,"(1) A firm must communicate information to a client using any of the following: (a) paper; or (b) a durable medium other than paper; or (c) a website (where it does not constitute a durable medium ) where the website conditions are satisfied. (2) The firm must communicate the information in (1): (a) in a clear and accurate manner, comprehensible to the client ; (b) in an official language of the State of the commitment or in any other language agreed by the parties; and (c) free of charge. [ Note: article 23(1), (2), (4) and (5) of the IDD ]",Rule,101,COBS 7.4.2,01/10/2018,R
COBS_0295,https://www.handbook.fca.org.uk/handbook/COBS/7/,COBS 7.4.4,"In the case of telephone selling: (1) the information must be given in accordance with the distance marketing disclosure rules (see COBS 5 ); and (2) if prior to the conclusion of the contract the information is provided: (a) orally; or (b) on a durable medium other than paper, the firm must also provide the information to the client in accordance with COBS 7.4.2R and COBS 7.4.3R immediately after the conclusion of the life policy . [ Note: article 23(7) of the IDD ] Point In Time 16/02/2026 16/02/2026 01/01/2021 01/10/2018 30/09/2018 27/03/2017 01/05/2013 01/04/2013 06/08/2008 01/11/2007 Previous Chapter Next Chapter",Rule,101,COBS 7.4.4,01/10/2018,R
COBS_0296,https://www.handbook.fca.org.uk/handbook/COBS/8/,COBS 8.1.1,"(1) This chapter applies to a firm in relation to designated investment business carried on for a retail client . (2) [deleted] (3) But this chapter does not apply to: (a) a firm in relation to its MiFID, equivalent third country or optional exemption business ; or (b) subject to (3A), a firm to the extent that it is effecting contracts of insurance in relation to a life policy issued or to be issued by the firm as principal. (3A) COBS 8.1.4R and COBS 8.1.5R apply to a firm carrying on insurance distribution in relation to insurance-based investment products for any client . Providing a client agreement",Rule,107,COBS 8.1.1,01/10/2018,R
COBS_0297,https://www.handbook.fca.org.uk/handbook/COBS/8/,COBS 8.1.2,"If a firm carries on designated investment business , other than advising on investments or advising on conversion or transfer of pension benefits , with or for a new retail client , the firm must enter into a written basic agreement, on paper or other durable medium , with the client setting out the essential rights and obligations of the firm and the client .",Rule,65,COBS 8.1.2,03/01/2018,R
COBS_0298,https://www.handbook.fca.org.uk/handbook/COBS/8/,COBS 8.1.3,"(1) A firm must, in good time before a client is bound by any agreement relating to designated investment business or before the provision of those services, whichever is the earlier, provide that client with: (a) the terms of any such agreement; and (b) the information about the firm and its services relating to that agreement or to those services required by COBS 6.1.4 R , including information on communications, conflicts of interest and authorised status. (2) A firm must provide the agreement and information in a durable medium or, where the website conditions are satisfied, otherwise via a website. (3) A firm may provide the agreement and the information immediately after the client is bound by any such agreement if: (a) the firm was unable to comply with (1) because, at the request of the client , the agreement was concluded using a means of distance communication which prevented the firm from doing so; and (b) if the rule on voice telephony communications ( COBS 5.1.12 R ) does not otherwise apply, the firm complies with that rule in relation to the retail client , as if he were a consumer . (4) (a) A firm must notify a client in good time about any material change to the information provided under this rule which is relevant to a service that the firm is providing to that client . (b) A firm must provide the notification in a durable medium if the information to which it relates was given in a durable medium . Record keeping: client agreements",Rule,259,COBS 8.1.3,03/01/2018,R
COBS_0299,https://www.handbook.fca.org.uk/handbook/COBS/8/,COBS 8.1.4,"(1) A firm must establish a record that includes the document or documents agreed between it and a client which set out the rights and obligations of the parties, and the other terms on which it will provide services to the client . (2) The record must be maintained for: (a) [deleted] (b) unless (c) applies, at least the duration of the relationship with the client ; or (c) in the case of a record relating to a pension transfer , pension conversion , pension opt-out or FSAVC , indefinitely. [ Note: article 30(4) of the IDD ]",Rule,98,COBS 8.1.4,01/10/2018,R
COBS_0301,https://www.handbook.fca.org.uk/handbook/COBS/8/,COBS 8.1.6,"When considering its approach to client agreements, a firm should be aware of other obligations in the Handbook which may be relevant. These include the fair, clear and not misleading rule , the rules on disclosure of information to a client before providing services, the rules on distance communications (principally in COBS 2.2 , 5 , 6 and 13 ) and the provisions on record keeping (principally in SYSC 3 , for insurers and managing agents , and SYSC 9 , for other firms . Point In Time 16/02/2026 16/02/2026 01/10/2018 03/01/2018 08/06/2015 01/11/2007 Previous Chapter Next Chapter",Guidance,98,COBS 8.1.6,01/10/2018,G
COBS_0302,https://www.handbook.fca.org.uk/handbook/COBS/9/,COBS 9.1.1,"This chapter applies to a firm which: (a) makes a personal recommendation to a retail client in relation to a designated investment ; (b) manages investments of a retail client of the firm ; (c) manages the assets of an occupational pension scheme , stakeholder pension scheme or personal pension scheme ,other than in relation to its MiFID, equivalent third country or optional exemption business or to an insurance-based investment product .",Rule,72,COBS 9.1.1,01/10/2018,R
COBS_0305,https://www.handbook.fca.org.uk/handbook/COBS/9/,COBS 9.1.3A,This chapter does not apply to a firm which manages investments when that firm takes a decision to trade for a client and that decision relates to a P2P agreement . This is because the regulated activity of managing investments does not extend to the management of assets where those assets are P2P agreements . Life policies for professional clients,Guidance,60,COBS 9.1.3A,06/04/2016,G
COBS_0307,https://www.handbook.fca.org.uk/handbook/COBS/9/,COBS 9.1.6,"If a rule implemented a requirement of the IDD , a Note (  Note:  ) follows the rule indicating which provision was being implemented. COBS 2.1 (acting honestly fairly and professionally), COBS 2.6 (additional insurance distribution obligations, COBS 4 (communicating with clients), COBS 6 (information about the firm, its services and remuneration) and COBS 14 (product information) contains contain further rules which implemented the IDD Related rules",Guidance,67,COBS 9.1.6,01/01/2021,G
COBS_0308,https://www.handbook.fca.org.uk/handbook/COBS/9/,COBS 9.1.8,For a firm making personal recommendations in relation to pensions: (1) COBS 19.1 contains additional provisions relevant to assessing suitability and the contents of suitability reports for full pension transfer or conversion advice ; and (2) COBS 19.1A contains additional provisions relevant to assessing suitability and the contents of suitability reports for abridged advice .,Guidance,55,COBS 9.1.8,01/10/2020,G
COBS_0309,https://www.handbook.fca.org.uk/handbook/COBS/9/,COBS 9.1.9,"COBS 6.1ZA (Insurance mediation) contains requirements relating to the basis on which certain recommendations may be made, including requirements relating to fair analysis and range and scope. COBS 9.2 Assessing suitability [ Note: The FCA has also issued non-Handbook guidance for firms who advise on pension transfers. See ] Assessing suitability: the obligations",Guidance,53,COBS 9.1.9,01/10/2018,G
COBS_0310,https://www.handbook.fca.org.uk/handbook/COBS/9/,COBS 9.2.1,"(1) A firm must: (a) take reasonable steps to ensure that a personal recommendation , or a decision to trade, is suitable for its client ; and (b) ensure that any life policy proposed is consistent with the client s insurance demands and needs. (2) When making the personal recommendation or managing his investments , the firm must obtain the necessary information regarding the client's : (a) knowledge and experience in the investment field relevant to the specific type of designated investment or service; (b) financial situation; and (c) investment objectives; so as to enable the firm to make the recommendation, or take the decision, which is suitable for the client and for a life policy , to propose a contract that is consistent with the client s insurance demands and needs. [ Note: recital 44 to, and second paragraph of article 20(1), of the IDD ]",Rule,147,COBS 9.2.1,01/10/2018,R
COBS_0312,https://www.handbook.fca.org.uk/handbook/COBS/9/,COBS 9.2.2,"(1) A firm must obtain from the client such information as is necessary for the firm to understand the essential facts about him and have a reasonable basis for believing, giving due consideration to the nature and extent of the service provided, that the specific transaction to be recommended, or entered into in the course of managing: (a) meets his investment objectives; (b) is such that he is able financially to bear any related investment risks consistent with his investment objectives; and (c) is such that he has the necessary experience and knowledge in order to understand the risks involved in the transaction or in the management of his portfolio. (2) The information regarding the investment objectives of a client must include, where relevant, information on the length of time for which he wishes to hold the investment, his preferences regarding risk taking, his risk profile, and the purposes of the investment. (3) The information regarding the financial situation of a client must include, where relevant, information on the source and extent of his regular income, his assets, including liquid assets, investments and real property, and his regular financial commitments.",Rule,190,COBS 9.2.2,03/01/2018,R
COBS_0313,https://www.handbook.fca.org.uk/handbook/COBS/9/,COBS 9.2.3,"The information regarding a client s knowledge and experience in the investment field includes, to the extent appropriate to the nature of the client , the nature and extent of the service to be provided and the type of product or transaction envisaged, including their complexity and the risks involved, information on: (1) the types of service, transaction and designated investment with which the client is familiar; (2) the nature, volume, frequency of the client s transactions in designated investments and the period over which they have been carried out; (3) the level of education, profession or relevant former profession of the client .",Rule,104,COBS 9.2.3,03/01/2018,R
COBS_0317,https://www.handbook.fca.org.uk/handbook/COBS/9/,COBS 9.2.7,"Although a firm may not be permitted to make a personal recommendation or take a decision to trade because it does not have the necessary information, its client may still ask the firm to provide another service such as, for example, to arrange a deal or to deal as agent for the client . If this happens, the firm should ensure that it receives written confirmation of the instructions. The firm should also bear in mind the client's best interests rule and any obligation it may have under the rules relating to appropriateness when providing the different service (see COBS 10 , Appropriateness (for non-advised services)) and COBS 10A , Appropriateness (for non-advised services) (MiFID and insurance-based investment products provisions)). Friendly society life policies",Guidance,124,COBS 9.2.7,01/10/2018,G
COBS_0318,https://www.handbook.fca.org.uk/handbook/COBS/9/,COBS 9.2.9,"(1) When recommending a small friendly society life policy , a firm , for the purpose of assessing suitability, need only obtain details of the net income and expenditure of the client and his dependants. (2) A friendly society life policy is small if the premium : (a) does not exceed  50 a year; or (b) if payable weekly,  1 a week. (3) The firm must keep for five years a record of the reasons why the recommendation is considered suitable. COBS 9.3 Guidance on assessing suitability",Rule,87,COBS 9.2.9,01/11/2007,R
COBS_0319,https://www.handbook.fca.org.uk/handbook/COBS/9/,COBS 9.3.1,"(1) A transaction may be unsuitable for a client because of the risks of the designated investments involved, the type of transaction, the characteristics of the order or the frequency of the trading. (2) In the case of managing investments , a transaction might also be unsuitable if it would result in an unsuitable portfolio. [deleted] Churning and switching",Guidance,59,COBS 9.3.1,03/01/2018,G
COBS_0320,https://www.handbook.fca.org.uk/handbook/COBS/9/,COBS 9.3.2,"(1) A series of transactions that are each suitable when viewed in isolation may be unsuitable if the recommendation or the decisions to trade are made with a frequency that is not in the best interests of the client . (2) A firm should have regard to the client's agreed investment strategy in determining the frequency of transactions. This would include, for example, the need to switch a client within or between packaged products . [deleted] Income withdrawals, short-term annuities and uncrystallised funds pension lump sum payments",Guidance,87,COBS 9.3.2,03/01/2018,G
COBS_0321,https://www.handbook.fca.org.uk/handbook/COBS/9/,COBS 9.3.3,"When a firm is making a personal recommendation to a retail client about income withdrawals , uncrystallised funds pension lump sum payments or purchase of short-term annuities , it should consider all the relevant circumstances including: (1) the client 's investment objectives, need for tax-free cash and state of health; (2) current and future income requirements, existing pension assets and the relative importance of the plan, given the client s financial circumstances; (3) the client s attitude to risk, ensuring that any discrepancy is clearly explained between his or her attitude to an income withdrawal , uncrystallised funds pension lump sum payment or purchase of a short-term annuity and other investments .",Guidance,112,COBS 9.3.3,25/04/2016,G
COBS_0322,https://www.handbook.fca.org.uk/handbook/COBS/9/,COBS 9.3.3A,"(1) When a firm is making a personal recommendation to a retail client about the investment of funds in the client s capped drawdown pension fund or flexi-access drawdown pension fund its suitability assessment under COBS 9.2.1R(1)(a) should include consideration of pathway investments . (2) Pathway investments do not need to be considered where the personal recommendation is to purchase a fixed-term product that: (a) provides a guaranteed income, a guaranteed capital return or both; and (b) does not expose the client to investment risk, if the client remains in the product for the fixed term. Loans and mortgages",Guidance,99,COBS 9.3.3A,01/02/2021,G
COBS_0323,https://www.handbook.fca.org.uk/handbook/COBS/9/,COBS 9.3.4,"When considering the suitability of a particular investment product which is linked directly or indirectly to any form of loan, mortgage or home reversion plan , a firm should take account of the suitability of the overall transaction. The firm should also have regard to any applicable suitability rules in MCOB . Investments subject to restrictions on retail distribution",Guidance,59,COBS 9.3.4,01/11/2007,G
